 22.000    1.171824    1.240559    0.998303    1.207851    1.015326    1.591281    0.991471    1.131385
 23.000    1.253766    1.256230    1.058414    1.198637    1.059139    1.757325    0.966065    1.129027
 24.000    1.281645    1.245503    1.162183    1.167959    1.046856    1.919158    0.998791    1.168239
 25.000    1.268219    1.197276    1.274384    1.142706    0.965701    2.064021    1.085929    1.222023
 26.000    1.218612    1.116536    1.360864    1.120883    0.905205    2.246720    1.187377    1.263755
 27.000    1.152614    1.028662    1.410403    1.109365    0.980403    2.257064    1.246316    1.298695
 28.000    1.081772    0.958170    1.422453    1.115639    1.130873    2.257064    1.262832    1.317790
 29.000    1.018200    0.937422    1.422453    1.142515    1.210245    2.257064    1.248106    1.329652
 30.000    0.968066    0.995919    1.422453    1.200682    1.189621    2.257064    1.205904    1.355346
 31.000    0.952415    1.101520    1.422453    1.267851    1.188208    2.257064    1.127298    1.385427
 32.000    0.990963    1.154733    1.422453    1.311978    1.272663    2.257064    1.022990    1.400856
 33.000    1.065480    1.154733    1.422453    1.319726    1.357370    2.257064    0.922134    1.386175
 34.000    1.148416    1.154733    1.422453    1.300384    1.350618    2.257064    0.894884    1.348356
 35.000    1.212427    1.154733    1.422453    1.272296    1.328539    2.257064    0.964849    1.287204
 36.000    1.232301    1.154733    1.422453    1.238804    1.345229    2.257064    1.095129    1.229489
 37.000    1.197967    1.154733    1.422453    1.203736    1.366884    2.257064    1.217288    1.163638
 38.000    1.120598    1.154733    1.422453    1.174929    1.345607    2.257064    1.293458    1.059123
 39.000    1.022287    1.154733    1.422453    1.164033    1.284223    2.257064    1.317380    0.950021
 40.000    0.935624    1.154733    1.422453    1.172976    1.177820    2.257064    1.286945    0.871941
 41.000    0.916450    1.154733    1.422453    1.192608    1.040352    2.257064    1.209187    0.841941
 42.000    0.974826    1.154733    1.422453    1.217292    0.923364    2.257064    1.100772    0.884618
 43.000    1.070059    1.154733    1.422453    1.243789    0.873916    2.257064    0.984096    0.994802
 44.000    1.148978    1.154733    1.422453    1.268088    0.904577    2.257064    0.898068    1.138601
 45.000    1.183073    1.154733    1.422453    1.309249    0.998268    2.257064    0.870299    1.280169
 46.000    1.216526    1.154733    1.422453    1.358719    1.150068    2.257064    0.956042    1.381822
 47.000    1.252330    1.154733    1.422453    1.430654    1.279012    2.257064    1.124082    1.421314
 48.000    1.230795    1.154733    1.422453    1.523013    1.337725    2.257064    1.265722    1.396988
 49.000    1.172719    1.154733    1.422453    1.618502    1.379142    2.257064    1.355487    1.315205
 50.000    1.090471    1.154733    1.422453    1.721634    1.432486    2.257064    1.386451    1.196241
 51.000    1.007330    1.154733    1.422453    1.838520    1.490550    2.257064    1.354834    1.065264
 52.000    0.968601    1.154733    1.422453    1.972477    1.534493    2.257064    1.270152    0.946873
 53.000    1.017121    1.154733    1.422453    2.112549    1.557377    2.257064    1.149306    0.866220
 54.000    1.156801    1.154733    1.422453    2.260752    1.560383    2.257064    1.002975    0.851262
 55.000    1.315896    1.154733    1.422453    2.409995    1.560383    2.257064    0.875915    0.933303
 56.000    1.429545    1.154733    1.422453    2.562164    1.560383    2.257064    0.859962    1.142686
 57.000    1.493546    1.154733    1.422453    2.732105    1.560383    2.257064    0.970247    1.292062
 58.000    1.505037    1.154733    1.422453    2.957666    1.560383    2.257064    1.141251    1.272686
 59.000    1.468467    1.154733    1.422453    3.085371    1.560383    2.257064    1.281029    1.244617
 60.000    1.452834    1.154733    1.422453    3.085371    1.560383    2.257064    1.359307    1.235564
 61.000    1.452834    1.154733    1.422453    3.085371    1.560383    2.257064    1.371784    1.231467
 62.000    1.452834    1.154733    1.422453    3.085371    1.560383    2.257064    1.317475    1.235445
 63.000    1.452834    1.154733    1.422453    3.085371    1.560383    2.257064    1.209687    1.247394
 64.000    1.452834    1.154733    1.422453    3.085371    1.560383    2.257064    1.061223    1.251759
 65.000    1.452834    1.154733    1.422453    3.085371    1.560383    2.257064    0.902004    1.244552
 66.000    1.452834    1.154733    1.422453    3.085371    1.560383    2.257064    0.840093    1.213681
 67.000    1.452834    1.154733    1.422453    3.085371    1.560383    2.257064    0.980578    1.152348
 68.000    1.452834    1.154733    1.422453    3.085371    1.560383    2.257064    1.181095    1.062582
 69.000    1.452834    1.154733    1.422453    3.085371    1.560383    2.257064    1.338098    0.986777
 70.000    1.452834    1.154733    1.422453    3.085371    1.560383    2.257064    1.418962    0.952351
 71.000    1.452834    1.154733    1.422453    3.085371    1.560383    2.257064    1.398560    0.989609
 72.000    1.452834    1.154733    1.422453    3.085371    1.560383    2.257064    1.284156    1.099725
 73.000    1.452834    1.154733    1.422453    3.085371    1.560383    2.257064    1.118120    1.296408
 74.000    1.452834    1.154733    1.422453    3.085371    1.560383    2.257064    0.946110    1.476385
 75.000    1.452834    1.154733    1.422453    3.085371    1.560383    2.257064    0.830082    1.602698
 76.000    1.452834    1.154733    1.422453    3.085371    1.560383    2.257064    0.844562    1.656510
 77.000    1.452834    1.154733    1.422453    3.085371    1.560383    2.257064    1.069752    1.594177
 78.000    1.452834    1.154733    1.422453    3.085371    1.560383    2.257064    1.332346    1.396612
 79.000    1.452834    1.154733    1.422453    3.085371    1.560383    2.257064    1.542463    1.101837
 80.000    1.452834    1.154733    1.422453    3.085371    1.560383    2.257064    1.714436    0.788844
 81.000    1.452834    1.154733    1.422453    3.085371    1.560383    2.257064    1.892804    0.703857
 82.000    1.452834    1.154733    1.422453    3.085371    1.560383    2.257064    2.121232    1.070335
 83.000    1.452834    1.154733    1.422453    3.085371    1.560383    2.257064    2.422838    1.166033
 84.000    1.452834    1.154733    1.422453    3.085371    1.560383    2.257064    2.723105    1.166033
 85.000    1.452834    1.154733    1.422453    3.085371    1.560383    2.257064    3.018748    1.166033
 86.000    1.452834    1.154733    1.422453    3.085371    1.560383    2.257064    3.315473    1.166033
 87.000    1.452834    1.154733    1.422453    3.085371    1.560383    2.257064    3.612020    1.166033
 88.000    1.452834    1.154733    1.422453    3.085371    1.560383    2.257064    3.822244    1.166033
 89.000    1.452834    1.154733    1.422453    3.085371    1.560383    2.257064    3.822244    1.166033
